base	case	rep	artifact	secret	class	form	count
fixture	map-partial	resolution-path	support	base:key4	base	exact	1
fixture	map-partial	resolution-path	support	base:key5	base	exact	1
fixture	map-partial	resolution-path	support	base:key6	base	exact	1
fixture	map-partial	resolution-path	support	base:key7	base	exact	1
fixture	map-partial	resolution-path	support	base:key8	base	exact	1
fixture	map-partial	resolution-path	support	base:secret0	base	exact	1
fixture	map-partial	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	map-partial	resolution-path	support	base:token3	base	exact	1
fixture	map-partial	schema	diff	reg-auth@1#username	ref	exact	1
fixture	map-partial	schema	support	reg-auth@1#username	ref	exact	2
fixture	map-partial	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	map-partial	composed-path	support	base:key4	base	exact	1
fixture	map-partial	composed-path	support	base:key5	base	exact	1
fixture	map-partial	composed-path	support	base:key6	base	exact	1
fixture	map-partial	composed-path	support	base:key7	base	exact	1
fixture	map-partial	composed-path	support	base:key8	base	exact	1
fixture	map-partial	composed-path	support	base:secret0	base	exact	1
fixture	map-partial	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	map-partial	composed-path	support	base:token3	base	exact	1
fixture	moved-r1	none	diff	reg-pass@1	ref	exact	1
fixture	moved-r1	none	support	base:bootstraptoken1	base	exact	1
fixture	moved-r1	none	support	base:key4	base	exact	1
fixture	moved-r1	none	support	base:key5	base	exact	1
fixture	moved-r1	none	support	base:key6	base	exact	1
fixture	moved-r1	none	support	base:key7	base	exact	1
fixture	moved-r1	none	support	base:key8	base	exact	1
fixture	moved-r1	none	support	base:secret0	base	exact	1
fixture	moved-r1	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	moved-r1	none	support	base:token3	base	exact	1
fixture	moved-r1	none	support	reg-pass@1	ref	exact	2
fixture	moved-r1	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	moved-r1	resolution-path	support	base:key4	base	exact	1
fixture	moved-r1	resolution-path	support	base:key5	base	exact	1
fixture	moved-r1	resolution-path	support	base:key6	base	exact	1
fixture	moved-r1	resolution-path	support	base:key7	base	exact	1
fixture	moved-r1	resolution-path	support	base:key8	base	exact	1
fixture	moved-r1	resolution-path	support	base:secret0	base	exact	1
fixture	moved-r1	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	moved-r1	resolution-path	support	base:token3	base	exact	1
fixture	moved-r1	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	moved-r1	composed-path	support	base:key4	base	exact	1
fixture	moved-r1	composed-path	support	base:key5	base	exact	1
fixture	moved-r1	composed-path	support	base:key6	base	exact	1
fixture	moved-r1	composed-path	support	base:key7	base	exact	1
fixture	moved-r1	composed-path	support	base:key8	base	exact	1
fixture	moved-r1	composed-path	support	base:secret0	base	exact	1
fixture	moved-r1	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	moved-r1	composed-path	support	base:token3	base	exact	1
fixture	moved-r2	none	diff	reg-pass@1	ref	exact	1
fixture	moved-r2	none	support	base:bootstraptoken1	base	exact	1
fixture	moved-r2	none	support	base:key4	base	exact	1
fixture	moved-r2	none	support	base:key5	base	exact	1
fixture	moved-r2	none	support	base:key6	base	exact	1
fixture	moved-r2	none	support	base:key7	base	exact	1
fixture	moved-r2	none	support	base:key8	base	exact	1
fixture	moved-r2	none	support	base:secret0	base	exact	1
fixture	moved-r2	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	moved-r2	none	support	base:token3	base	exact	1
fixture	moved-r2	none	support	reg-pass@1	ref	exact	2
fixture	moved-r2	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	moved-r2	resolution-path	support	base:key4	base	exact	1
fixture	moved-r2	resolution-path	support	base:key5	base	exact	1
fixture	moved-r2	resolution-path	support	base:key6	base	exact	1
fixture	moved-r2	resolution-path	support	base:key7	base	exact	1
fixture	moved-r2	resolution-path	support	base:key8	base	exact	1
fixture	moved-r2	resolution-path	support	base:secret0	base	exact	1
fixture	moved-r2	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	moved-r2	resolution-path	support	base:token3	base	exact	1
fixture	moved-r2	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	moved-r2	composed-path	support	base:key4	base	exact	1
fixture	moved-r2	composed-path	support	base:key5	base	exact	1
fixture	moved-r2	composed-path	support	base:key6	base	exact	1
fixture	moved-r2	composed-path	support	base:key7	base	exact	1
fixture	moved-r2	composed-path	support	base:key8	base	exact	1
fixture	moved-r2	composed-path	support	base:secret0	base	exact	1
fixture	moved-r2	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	moved-r2	composed-path	support	base:token3	base	exact	1
fixture	override-literal	none	support	base:bootstraptoken1	base	exact	1
fixture	override-literal	none	support	base:key4	base	exact	1
fixture	override-literal	none	support	base:key5	base	exact	1
fixture	override-literal	none	support	base:key6	base	exact	1
fixture	override-literal	none	support	base:key7	base	exact	1
fixture	override-literal	none	support	base:key8	base	exact	1
fixture	override-literal	none	support	base:secret0	base	exact	1
fixture	override-literal	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	override-literal	none	support	base:token3	base	exact	1
fixture	override-literal	none	support	reg-pass@1	ref	exact	1
fixture	override-literal	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	override-literal	resolution-path	support	base:key4	base	exact	1
fixture	override-literal	resolution-path	support	base:key5	base	exact	1
fixture	override-literal	resolution-path	support	base:key6	base	exact	1
fixture	override-literal	resolution-path	support	base:key7	base	exact	1
fixture	override-literal	resolution-path	support	base:key8	base	exact	1
fixture	override-literal	resolution-path	support	base:secret0	base	exact	1
fixture	override-literal	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	override-literal	resolution-path	support	base:token3	base	exact	1
fixture	override-literal	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	override-literal	composed-path	support	base:key4	base	exact	1
fixture	override-literal	composed-path	support	base:key5	base	exact	1
fixture	override-literal	composed-path	support	base:key6	base	exact	1
fixture	override-literal	composed-path	support	base:key7	base	exact	1
fixture	override-literal	composed-path	support	base:key8	base	exact	1
fixture	override-literal	composed-path	support	base:secret0	base	exact	1
fixture	override-literal	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	override-literal	composed-path	support	base:token3	base	exact	1
fixture	override-ref	none	diff	reg-pass@1	ref	exact	1
fixture	override-ref	none	support	base:bootstraptoken1	base	exact	1
fixture	override-ref	none	support	base:key4	base	exact	1
fixture	override-ref	none	support	base:key5	base	exact	1
fixture	override-ref	none	support	base:key6	base	exact	1
fixture	override-ref	none	support	base:key7	base	exact	1
fixture	override-ref	none	support	base:key8	base	exact	1
fixture	override-ref	none	support	base:secret0	base	exact	1
fixture	override-ref	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	override-ref	none	support	base:token3	base	exact	1
fixture	override-ref	none	support	reg-pass@1	ref	exact	2
fixture	override-ref	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	override-ref	resolution-path	support	base:key4	base	exact	1
fixture	override-ref	resolution-path	support	base:key5	base	exact	1
fixture	override-ref	resolution-path	support	base:key6	base	exact	1
fixture	override-ref	resolution-path	support	base:key7	base	exact	1
fixture	override-ref	resolution-path	support	base:key8	base	exact	1
fixture	override-ref	resolution-path	support	base:secret0	base	exact	1
fixture	override-ref	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	override-ref	resolution-path	support	base:token3	base	exact	1
fixture	override-ref	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	override-ref	composed-path	support	base:key4	base	exact	1
fixture	override-ref	composed-path	support	base:key5	base	exact	1
fixture	override-ref	composed-path	support	base:key6	base	exact	1
fixture	override-ref	composed-path	support	base:key7	base	exact	1
fixture	override-ref	composed-path	support	base:key8	base	exact	1
fixture	override-ref	composed-path	support	base:secret0	base	exact	1
fixture	override-ref	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	override-ref	composed-path	support	base:token3	base	exact	1
fixture	ref-over-ref	none	diff	pass-b@1	ref	exact	1
fixture	ref-over-ref	none	support	base:bootstraptoken1	base	exact	1
fixture	ref-over-ref	none	support	base:key4	base	exact	1
fixture	ref-over-ref	none	support	base:key5	base	exact	1
fixture	ref-over-ref	none	support	base:key6	base	exact	1
fixture	ref-over-ref	none	support	base:key7	base	exact	1
fixture	ref-over-ref	none	support	base:key8	base	exact	1
fixture	ref-over-ref	none	support	base:secret0	base	exact	1
fixture	ref-over-ref	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	ref-over-ref	none	support	base:token3	base	exact	1
fixture	ref-over-ref	none	support	pass-a@1	ref	exact	1
fixture	ref-over-ref	none	support	pass-b@1	ref	exact	2
fixture	ref-over-ref	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	ref-over-ref	resolution-path	support	base:key4	base	exact	1
fixture	ref-over-ref	resolution-path	support	base:key5	base	exact	1
fixture	ref-over-ref	resolution-path	support	base:key6	base	exact	1
fixture	ref-over-ref	resolution-path	support	base:key7	base	exact	1
fixture	ref-over-ref	resolution-path	support	base:key8	base	exact	1
fixture	ref-over-ref	resolution-path	support	base:secret0	base	exact	1
fixture	ref-over-ref	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	ref-over-ref	resolution-path	support	base:token3	base	exact	1
fixture	ref-over-ref	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	ref-over-ref	composed-path	support	base:key4	base	exact	1
fixture	ref-over-ref	composed-path	support	base:key5	base	exact	1
fixture	ref-over-ref	composed-path	support	base:key6	base	exact	1
fixture	ref-over-ref	composed-path	support	base:key7	base	exact	1
fixture	ref-over-ref	composed-path	support	base:key8	base	exact	1
fixture	ref-over-ref	composed-path	support	base:secret0	base	exact	1
fixture	ref-over-ref	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	ref-over-ref	composed-path	support	base:token3	base	exact	1
fixture	rotate-r1	none	diff	reg-pass@1	ref	exact	1
fixture	rotate-r1	none	support	base:bootstraptoken1	base	exact	1
fixture	rotate-r1	none	support	base:key4	base	exact	1
fixture	rotate-r1	none	support	base:key5	base	exact	1
fixture	rotate-r1	none	support	base:key6	base	exact	1
fixture	rotate-r1	none	support	base:key7	base	exact	1
fixture	rotate-r1	none	support	base:key8	base	exact	1
fixture	rotate-r1	none	support	base:secret0	base	exact	1
fixture	rotate-r1	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	rotate-r1	none	support	base:token3	base	exact	1
fixture	rotate-r1	none	support	reg-pass@1	ref	exact	2
fixture	rotate-r1	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	rotate-r1	resolution-path	support	base:key4	base	exact	1
fixture	rotate-r1	resolution-path	support	base:key5	base	exact	1
fixture	rotate-r1	resolution-path	support	base:key6	base	exact	1
fixture	rotate-r1	resolution-path	support	base:key7	base	exact	1
fixture	rotate-r1	resolution-path	support	base:key8	base	exact	1
fixture	rotate-r1	resolution-path	support	base:secret0	base	exact	1
fixture	rotate-r1	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	rotate-r1	resolution-path	support	base:token3	base	exact	1
fixture	rotate-r1	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	rotate-r1	composed-path	support	base:key4	base	exact	1
fixture	rotate-r1	composed-path	support	base:key5	base	exact	1
fixture	rotate-r1	composed-path	support	base:key6	base	exact	1
fixture	rotate-r1	composed-path	support	base:key7	base	exact	1
fixture	rotate-r1	composed-path	support	base:key8	base	exact	1
fixture	rotate-r1	composed-path	support	base:secret0	base	exact	1
fixture	rotate-r1	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	rotate-r1	composed-path	support	base:token3	base	exact	1
fixture	rotate-r2	none	diff	reg-pass@2	ref	exact	1
fixture	rotate-r2	none	support	base:bootstraptoken1	base	exact	1
fixture	rotate-r2	none	support	base:key4	base	exact	1
fixture	rotate-r2	none	support	base:key5	base	exact	1
fixture	rotate-r2	none	support	base:key6	base	exact	1
fixture	rotate-r2	none	support	base:key7	base	exact	1
fixture	rotate-r2	none	support	base:key8	base	exact	1
fixture	rotate-r2	none	support	base:secret0	base	exact	1
fixture	rotate-r2	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	rotate-r2	none	support	base:token3	base	exact	1
fixture	rotate-r2	none	support	reg-pass@2	ref	exact	2
fixture	rotate-r2	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	rotate-r2	resolution-path	support	base:key4	base	exact	1
fixture	rotate-r2	resolution-path	support	base:key5	base	exact	1
fixture	rotate-r2	resolution-path	support	base:key6	base	exact	1
fixture	rotate-r2	resolution-path	support	base:key7	base	exact	1
fixture	rotate-r2	resolution-path	support	base:key8	base	exact	1
fixture	rotate-r2	resolution-path	support	base:secret0	base	exact	1
fixture	rotate-r2	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	rotate-r2	resolution-path	support	base:token3	base	exact	1
fixture	rotate-r2	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	rotate-r2	composed-path	support	base:key4	base	exact	1
fixture	rotate-r2	composed-path	support	base:key5	base	exact	1
fixture	rotate-r2	composed-path	support	base:key6	base	exact	1
fixture	rotate-r2	composed-path	support	base:key7	base	exact	1
fixture	rotate-r2	composed-path	support	base:key8	base	exact	1
fixture	rotate-r2	composed-path	support	base:secret0	base	exact	1
fixture	rotate-r2	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	rotate-r2	composed-path	support	base:token3	base	exact	1
fixture	string	none	diff	reg-pass@1	ref	exact	1
fixture	string	none	support	base:bootstraptoken1	base	exact	1
fixture	string	none	support	base:key4	base	exact	1
fixture	string	none	support	base:key5	base	exact	1
fixture	string	none	support	base:key6	base	exact	1
fixture	string	none	support	base:key7	base	exact	1
fixture	string	none	support	base:key8	base	exact	1
fixture	string	none	support	base:secret0	base	exact	1
fixture	string	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	string	none	support	base:token3	base	exact	1
fixture	string	none	support	reg-pass@1	ref	exact	2
fixture	string	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	string	resolution-path	support	base:key4	base	exact	1
fixture	string	resolution-path	support	base:key5	base	exact	1
fixture	string	resolution-path	support	base:key6	base	exact	1
fixture	string	resolution-path	support	base:key7	base	exact	1
fixture	string	resolution-path	support	base:key8	base	exact	1
fixture	string	resolution-path	support	base:secret0	base	exact	1
fixture	string	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	string	resolution-path	support	base:token3	base	exact	1
fixture	string	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	string	composed-path	support	base:key4	base	exact	1
fixture	string	composed-path	support	base:key5	base	exact	1
fixture	string	composed-path	support	base:key6	base	exact	1
fixture	string	composed-path	support	base:key7	base	exact	1
fixture	string	composed-path	support	base:key8	base	exact	1
fixture	string	composed-path	support	base:secret0	base	exact	1
fixture	string	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	string	composed-path	support	base:token3	base	exact	1
fixture	type-mismatch	none	errors	prism-port@1	ref	prefix	1
fixture	type-mismatch	none	log	prism-port@1	ref	prefix	1
fixture	type-mismatch	none	support	prism-port@1	ref	exact	1
fixture	type-mismatch	none	support	prism-port@1	ref	prefix	2
fixture	type-mismatch	value	errors	prism-port@1	ref	prefix	1
fixture	type-mismatch	value	log	prism-port@1	ref	prefix	1
fixture	type-mismatch	value	support	prism-port@1	ref	prefix	2
fixture	type-mismatch	resolution-path	errors	prism-port@1	ref	prefix	1
fixture	type-mismatch	resolution-path	log	prism-port@1	ref	prefix	1
fixture	type-mismatch	resolution-path	support	prism-port@1	ref	prefix	2
fixture	type-mismatch	schema	errors	prism-port@1	ref	prefix	1
fixture	type-mismatch	schema	log	prism-port@1	ref	prefix	1
fixture	type-mismatch	schema	support	prism-port@1	ref	exact	1
fixture	type-mismatch	schema	support	prism-port@1	ref	prefix	2
fixture	type-mismatch-two	none	errors	api-port@1	ref	exact	1
fixture	type-mismatch-two	none	errors	prism-port@1	ref	prefix	1
fixture	type-mismatch-two	none	log	api-port@1	ref	exact	1
fixture	type-mismatch-two	none	log	prism-port@1	ref	prefix	1
fixture	type-mismatch-two	none	support	api-port@1	ref	exact	3
fixture	type-mismatch-two	none	support	prism-port@1	ref	exact	1
fixture	type-mismatch-two	none	support	prism-port@1	ref	prefix	2
fixture	type-mismatch-two	value	errors	prism-port@1	ref	prefix	1
fixture	type-mismatch-two	value	log	prism-port@1	ref	prefix	1
fixture	type-mismatch-two	value	support	prism-port@1	ref	prefix	2
fixture	type-mismatch-two	resolution-path	errors	api-port@1	ref	exact	1
fixture	type-mismatch-two	resolution-path	errors	prism-port@1	ref	prefix	1
fixture	type-mismatch-two	resolution-path	log	api-port@1	ref	exact	1
fixture	type-mismatch-two	resolution-path	log	prism-port@1	ref	prefix	1
fixture	type-mismatch-two	resolution-path	support	api-port@1	ref	exact	2
fixture	type-mismatch-two	resolution-path	support	prism-port@1	ref	prefix	2
fixture	type-mismatch-two	schema	errors	api-port@1	ref	exact	1
fixture	type-mismatch-two	schema	errors	prism-port@1	ref	prefix	1
fixture	type-mismatch-two	schema	log	api-port@1	ref	exact	1
fixture	type-mismatch-two	schema	log	prism-port@1	ref	prefix	1
fixture	type-mismatch-two	schema	support	api-port@1	ref	exact	3
fixture	type-mismatch-two	schema	support	prism-port@1	ref	exact	1
fixture	type-mismatch-two	schema	support	prism-port@1	ref	prefix	2
fixture	unidentified-embedded	none	diff	base:key4	base	exact	1
fixture	unidentified-embedded	none	support	base:bootstraptoken1	base	exact	1
fixture	unidentified-embedded	none	support	base:key4	base	exact	1
fixture	unidentified-embedded	none	support	base:key5	base	exact	1
fixture	unidentified-embedded	none	support	base:key6	base	exact	1
fixture	unidentified-embedded	none	support	base:key7	base	exact	1
fixture	unidentified-embedded	none	support	base:key8	base	exact	1
fixture	unidentified-embedded	none	support	base:secret0	base	exact	1
fixture	unidentified-embedded	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	unidentified-embedded	none	support	base:token3	base	exact	1
fixture	unidentified-embedded	resolution-path	diff	base:key4	base	exact	1
fixture	unidentified-embedded	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	unidentified-embedded	resolution-path	support	base:key4	base	exact	1
fixture	unidentified-embedded	resolution-path	support	base:key5	base	exact	1
fixture	unidentified-embedded	resolution-path	support	base:key6	base	exact	1
fixture	unidentified-embedded	resolution-path	support	base:key7	base	exact	1
fixture	unidentified-embedded	resolution-path	support	base:key8	base	exact	1
fixture	unidentified-embedded	resolution-path	support	base:secret0	base	exact	1
fixture	unidentified-embedded	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	unidentified-embedded	resolution-path	support	base:token3	base	exact	1
fixture	unidentified-embedded	composed-path	diff	base:key4	base	exact	1
fixture	unidentified-embedded	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	unidentified-embedded	composed-path	support	base:key4	base	exact	1
fixture	unidentified-embedded	composed-path	support	base:key5	base	exact	1
fixture	unidentified-embedded	composed-path	support	base:key6	base	exact	1
fixture	unidentified-embedded	composed-path	support	base:key7	base	exact	1
fixture	unidentified-embedded	composed-path	support	base:key8	base	exact	1
fixture	unidentified-embedded	composed-path	support	base:secret0	base	exact	1
fixture	unidentified-embedded	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	unidentified-embedded	composed-path	support	base:token3	base	exact	1
fixture	whole-content	none	diff	script@1	ref	line	3
fixture	whole-content	none	support	base:bootstraptoken1	base	exact	1
fixture	whole-content	none	support	base:key4	base	exact	1
fixture	whole-content	none	support	base:key5	base	exact	1
fixture	whole-content	none	support	base:key6	base	exact	1
fixture	whole-content	none	support	base:key7	base	exact	1
fixture	whole-content	none	support	base:key8	base	exact	1
fixture	whole-content	none	support	base:secret0	base	exact	1
fixture	whole-content	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	whole-content	none	support	base:token3	base	exact	1
fixture	whole-content	none	support	script@1	ref	line	6
fixture	whole-content	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	whole-content	resolution-path	support	base:key4	base	exact	1
fixture	whole-content	resolution-path	support	base:key5	base	exact	1
fixture	whole-content	resolution-path	support	base:key6	base	exact	1
fixture	whole-content	resolution-path	support	base:key7	base	exact	1
fixture	whole-content	resolution-path	support	base:key8	base	exact	1
fixture	whole-content	resolution-path	support	base:secret0	base	exact	1
fixture	whole-content	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	whole-content	resolution-path	support	base:token3	base	exact	1
fixture	whole-content	schema	diff	script@1	ref	line	3
fixture	whole-content	schema	support	script@1	ref	line	6
fixture	whole-content	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	whole-content	composed-path	support	base:key4	base	exact	1
fixture	whole-content	composed-path	support	base:key5	base	exact	1
fixture	whole-content	composed-path	support	base:key6	base	exact	1
fixture	whole-content	composed-path	support	base:key7	base	exact	1
fixture	whole-content	composed-path	support	base:key8	base	exact	1
fixture	whole-content	composed-path	support	base:secret0	base	exact	1
fixture	whole-content	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	whole-content	composed-path	support	base:token3	base	exact	1
fixture	yaml-escape	none	diff	reg-pass@1	ref	yaml-escaped	1
fixture	yaml-escape	none	support	base:bootstraptoken1	base	exact	1
fixture	yaml-escape	none	support	base:key4	base	exact	1
fixture	yaml-escape	none	support	base:key5	base	exact	1
fixture	yaml-escape	none	support	base:key6	base	exact	1
fixture	yaml-escape	none	support	base:key7	base	exact	1
fixture	yaml-escape	none	support	base:key8	base	exact	1
fixture	yaml-escape	none	support	base:secret0	base	exact	1
fixture	yaml-escape	none	support	base:secretboxencryptionsecret2	base	exact	1
fixture	yaml-escape	none	support	base:token3	base	exact	1
fixture	yaml-escape	none	support	reg-pass@1	ref	yaml-escaped	2
fixture	yaml-escape	value	diff	reg-pass@1	ref	yaml-escaped	1
fixture	yaml-escape	value	support	reg-pass@1	ref	yaml-escaped	2
fixture	yaml-escape	resolution-path	support	base:bootstraptoken1	base	exact	1
fixture	yaml-escape	resolution-path	support	base:key4	base	exact	1
fixture	yaml-escape	resolution-path	support	base:key5	base	exact	1
fixture	yaml-escape	resolution-path	support	base:key6	base	exact	1
fixture	yaml-escape	resolution-path	support	base:key7	base	exact	1
fixture	yaml-escape	resolution-path	support	base:key8	base	exact	1
fixture	yaml-escape	resolution-path	support	base:secret0	base	exact	1
fixture	yaml-escape	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	yaml-escape	resolution-path	support	base:token3	base	exact	1
fixture	yaml-escape	composed-path	support	base:bootstraptoken1	base	exact	1
fixture	yaml-escape	composed-path	support	base:key4	base	exact	1
fixture	yaml-escape	composed-path	support	base:key5	base	exact	1
fixture	yaml-escape	composed-path	support	base:key6	base	exact	1
fixture	yaml-escape	composed-path	support	base:key7	base	exact	1
fixture	yaml-escape	composed-path	support	base:key8	base	exact	1
fixture	yaml-escape	composed-path	support	base:secret0	base	exact	1
fixture	yaml-escape	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
fixture	yaml-escape	composed-path	support	base:token3	base	exact	1
generated	alias	none	diff	reg-secret@1	ref	exact	2
generated	alias	none	support	base:bootstraptoken1	base	exact	1
generated	alias	none	support	base:key4	base	exact	1
generated	alias	none	support	base:key5	base	exact	1
generated	alias	none	support	base:key6	base	exact	1
generated	alias	none	support	base:key7	base	exact	1
generated	alias	none	support	base:key8	base	exact	1
generated	alias	none	support	base:secret0	base	exact	1
generated	alias	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	alias	none	support	base:token3	base	exact	1
generated	alias	none	support	reg-secret@1	ref	exact	3
generated	alias	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	alias	resolution-path	support	base:key4	base	exact	1
generated	alias	resolution-path	support	base:key5	base	exact	1
generated	alias	resolution-path	support	base:key6	base	exact	1
generated	alias	resolution-path	support	base:key7	base	exact	1
generated	alias	resolution-path	support	base:key8	base	exact	1
generated	alias	resolution-path	support	base:secret0	base	exact	1
generated	alias	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	alias	resolution-path	support	base:token3	base	exact	1
generated	alias	composed-path	support	base:bootstraptoken1	base	exact	1
generated	alias	composed-path	support	base:key4	base	exact	1
generated	alias	composed-path	support	base:key5	base	exact	1
generated	alias	composed-path	support	base:key6	base	exact	1
generated	alias	composed-path	support	base:key7	base	exact	1
generated	alias	composed-path	support	base:key8	base	exact	1
generated	alias	composed-path	support	base:secret0	base	exact	1
generated	alias	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	alias	composed-path	support	base:token3	base	exact	1
generated	bool	none	diff	wipe@1	ref	keyed	1
generated	bool	none	support	base:bootstraptoken1	base	exact	1
generated	bool	none	support	base:key4	base	exact	1
generated	bool	none	support	base:key5	base	exact	1
generated	bool	none	support	base:key6	base	exact	1
generated	bool	none	support	base:key7	base	exact	1
generated	bool	none	support	base:key8	base	exact	1
generated	bool	none	support	base:secret0	base	exact	1
generated	bool	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	bool	none	support	base:token3	base	exact	1
generated	bool	none	support	wipe@1	ref	keyed	2
generated	bool	value	diff	wipe@1	ref	keyed	1
generated	bool	value	support	wipe@1	ref	keyed	2
generated	bool	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	bool	resolution-path	support	base:key4	base	exact	1
generated	bool	resolution-path	support	base:key5	base	exact	1
generated	bool	resolution-path	support	base:key6	base	exact	1
generated	bool	resolution-path	support	base:key7	base	exact	1
generated	bool	resolution-path	support	base:key8	base	exact	1
generated	bool	resolution-path	support	base:secret0	base	exact	1
generated	bool	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	bool	resolution-path	support	base:token3	base	exact	1
generated	bool	schema	diff	wipe@1	ref	keyed	1
generated	bool	schema	support	wipe@1	ref	keyed	2
generated	bool	composed-path	support	base:bootstraptoken1	base	exact	1
generated	bool	composed-path	support	base:key4	base	exact	1
generated	bool	composed-path	support	base:key5	base	exact	1
generated	bool	composed-path	support	base:key6	base	exact	1
generated	bool	composed-path	support	base:key7	base	exact	1
generated	bool	composed-path	support	base:key8	base	exact	1
generated	bool	composed-path	support	base:secret0	base	exact	1
generated	bool	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	bool	composed-path	support	base:token3	base	exact	1
generated	bytes	none	diff	base:key8	base	exact	1
generated	bytes	none	diff	extra-ca@1	ref	placed	1
generated	bytes	none	support	base:bootstraptoken1	base	exact	1
generated	bytes	none	support	base:key4	base	exact	1
generated	bytes	none	support	base:key5	base	exact	1
generated	bytes	none	support	base:key6	base	exact	1
generated	bytes	none	support	base:key7	base	exact	1
generated	bytes	none	support	base:key8	base	exact	1
generated	bytes	none	support	base:secret0	base	exact	1
generated	bytes	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	bytes	none	support	base:token3	base	exact	1
generated	bytes	none	support	extra-ca@1	ref	placed	2
generated	bytes	value	diff	extra-ca@1	ref	placed	1
generated	bytes	value	support	extra-ca@1	ref	placed	2
generated	bytes	resolution-path	diff	base:key8	base	exact	1
generated	bytes	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	bytes	resolution-path	support	base:key4	base	exact	1
generated	bytes	resolution-path	support	base:key5	base	exact	1
generated	bytes	resolution-path	support	base:key6	base	exact	1
generated	bytes	resolution-path	support	base:key7	base	exact	1
generated	bytes	resolution-path	support	base:key8	base	exact	1
generated	bytes	resolution-path	support	base:secret0	base	exact	1
generated	bytes	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	bytes	resolution-path	support	base:token3	base	exact	1
generated	bytes	schema	diff	extra-ca@1	ref	placed	1
generated	bytes	schema	support	extra-ca@1	ref	placed	2
