base	case	item	expected	observed	match
fixture	type-mismatch	leak.value	leak	leak	yes
fixture	type-mismatch	leak.resolution-path	leak	leak	yes
fixture	type-mismatch	leak.schema	leak	leak	yes
fixture	type-mismatch	leak.composed-path	clean	clean	yes
fixture	type-mismatch	leak.path+schema	clean	clean	yes
fixture	type-mismatch	leak.path+schema+value	clean	clean	yes
fixture	type-mismatch	base-leak.none	clean	clean	yes
fixture	type-mismatch	base-leak.value	clean	clean	yes
fixture	type-mismatch	base-leak.resolution-path	clean	clean	yes
fixture	type-mismatch	base-leak.schema	clean	clean	yes
fixture	type-mismatch	base-leak.composed-path	clean	clean	yes
fixture	type-mismatch	base-leak.path+schema	clean	clean	yes
fixture	type-mismatch	base-leak.path+schema+value	clean	clean	yes
fixture	type-mismatch	fidelity	ok	ok	yes
fixture	type-mismatch-two	native	rejected	rejected	yes
fixture	type-mismatch-two	premise.tag	rejected	rejected	yes
fixture	type-mismatch-two	premise.marked	rejected	rejected	yes
fixture	type-mismatch-two	premise.binding	rejected	rejected	yes
fixture	type-mismatch-two	effective	-	-	yes
fixture	type-mismatch-two	overridden	-	-	yes
fixture	type-mismatch-two	unresolved	-	-	yes
fixture	type-mismatch-two	message.patch	redacted	redacted	yes
fixture	type-mismatch-two	message.validate	skipped	skipped	yes
fixture	type-mismatch-two	leak.none	leak	leak	yes
fixture	type-mismatch-two	leak.value	leak	leak	yes
fixture	type-mismatch-two	leak.resolution-path	leak	leak	yes
fixture	type-mismatch-two	leak.schema	leak	leak	yes
fixture	type-mismatch-two	leak.composed-path	clean	clean	yes
fixture	type-mismatch-two	leak.path+schema	clean	clean	yes
fixture	type-mismatch-two	leak.path+schema+value	clean	clean	yes
fixture	type-mismatch-two	base-leak.none	clean	clean	yes
fixture	type-mismatch-two	base-leak.value	clean	clean	yes
fixture	type-mismatch-two	base-leak.resolution-path	clean	clean	yes
fixture	type-mismatch-two	base-leak.schema	clean	clean	yes
fixture	type-mismatch-two	base-leak.composed-path	clean	clean	yes
fixture	type-mismatch-two	base-leak.path+schema	clean	clean	yes
fixture	type-mismatch-two	base-leak.path+schema+value	clean	clean	yes
fixture	type-mismatch-two	fidelity	ok	ok	yes
fixture	unidentified-embedded	native	pass	pass	yes
fixture	unidentified-embedded	premise.tag	differs	differs	yes
fixture	unidentified-embedded	premise.marked	differs	differs	yes
fixture	unidentified-embedded	premise.binding	refused	refused	yes
fixture	unidentified-embedded	effective	-	-	yes
fixture	unidentified-embedded	overridden	-	-	yes
fixture	unidentified-embedded	unresolved	app-pass	app-pass	yes
fixture	unidentified-embedded	message.patch	none	none	yes
fixture	unidentified-embedded	message.validate	verbatim	verbatim	yes
fixture	unidentified-embedded	leak.none	clean	clean	yes
fixture	unidentified-embedded	leak.value	clean	clean	yes
fixture	unidentified-embedded	leak.resolution-path	clean	clean	yes
fixture	unidentified-embedded	leak.schema	clean	clean	yes
fixture	unidentified-embedded	leak.composed-path	clean	clean	yes
fixture	unidentified-embedded	leak.path+schema	clean	clean	yes
fixture	unidentified-embedded	leak.path+schema+value	clean	clean	yes
fixture	unidentified-embedded	base-leak.none	leak	leak	yes
fixture	unidentified-embedded	base-leak.value	clean	clean	yes
fixture	unidentified-embedded	base-leak.resolution-path	leak	leak	yes
fixture	unidentified-embedded	base-leak.schema	clean	clean	yes
fixture	unidentified-embedded	base-leak.composed-path	leak	leak	yes
fixture	unidentified-embedded	base-leak.path+schema	clean	clean	yes
fixture	unidentified-embedded	base-leak.path+schema+value	clean	clean	yes
fixture	unidentified-embedded	fidelity	ok	ok	yes
fixture	whole-content	native	pass	pass	yes
fixture	whole-content	premise.tag	parity	parity	yes
fixture	whole-content	premise.marked	parity	parity	yes
fixture	whole-content	premise.binding	parity	parity	yes
fixture	whole-content	effective	script	script	yes
fixture	whole-content	overridden	-	-	yes
fixture	whole-content	unresolved	-	-	yes
fixture	whole-content	message.patch	none	none	yes
fixture	whole-content	message.validate	verbatim	verbatim	yes
fixture	whole-content	leak.none	leak	leak	yes
fixture	whole-content	leak.value	clean	clean	yes
fixture	whole-content	leak.resolution-path	clean	clean	yes
fixture	whole-content	leak.schema	leak	leak	yes
fixture	whole-content	leak.composed-path	clean	clean	yes
fixture	whole-content	leak.path+schema	clean	clean	yes
fixture	whole-content	leak.path+schema+value	clean	clean	yes
fixture	whole-content	base-leak.none	leak	leak	yes
fixture	whole-content	base-leak.value	clean	clean	yes
fixture	whole-content	base-leak.resolution-path	leak	leak	yes
fixture	whole-content	base-leak.schema	clean	clean	yes
fixture	whole-content	base-leak.composed-path	leak	leak	yes
fixture	whole-content	base-leak.path+schema	clean	clean	yes
fixture	whole-content	base-leak.path+schema+value	clean	clean	yes
fixture	whole-content	fidelity	ok	ok	yes
fixture	yaml-escape	native	pass	pass	yes
fixture	yaml-escape	premise.tag	parity	parity	yes
fixture	yaml-escape	premise.marked	parity	parity	yes
fixture	yaml-escape	premise.binding	parity	parity	yes
fixture	yaml-escape	effective	reg-pass	reg-pass	yes
fixture	yaml-escape	overridden	-	-	yes
fixture	yaml-escape	unresolved	-	-	yes
fixture	yaml-escape	message.patch	none	none	yes
fixture	yaml-escape	message.validate	verbatim	verbatim	yes
fixture	yaml-escape	leak.none	leak	leak	yes
fixture	yaml-escape	leak.value	leak	leak	yes
fixture	yaml-escape	leak.resolution-path	clean	clean	yes
fixture	yaml-escape	leak.schema	clean	clean	yes
fixture	yaml-escape	leak.composed-path	clean	clean	yes
fixture	yaml-escape	leak.path+schema	clean	clean	yes
fixture	yaml-escape	leak.path+schema+value	clean	clean	yes
fixture	yaml-escape	base-leak.none	leak	leak	yes
fixture	yaml-escape	base-leak.value	clean	clean	yes
fixture	yaml-escape	base-leak.resolution-path	leak	leak	yes
fixture	yaml-escape	base-leak.schema	clean	clean	yes
fixture	yaml-escape	base-leak.composed-path	leak	leak	yes
fixture	yaml-escape	base-leak.path+schema	clean	clean	yes
fixture	yaml-escape	base-leak.path+schema+value	clean	clean	yes
fixture	yaml-escape	fidelity	ok	ok	yes
fixture	moved	pair-leak.none	leak	leak	yes
fixture	moved	pair-leak.path+schema+value	clean	clean	yes
fixture	moved	fidelity	ok	ok	yes
fixture	rotate	pair-leak.none	leak	leak	yes
fixture	rotate	pair-leak.path+schema+value	clean	clean	yes
fixture	rotate	fidelity	ok	ok	yes
generated	alias	native	pass	pass	yes
generated	alias	premise.tag	parity	parity	yes
generated	alias	premise.marked	parity	parity	yes
generated	alias	premise.binding	parity	parity	yes
generated	alias	effective	reg-secret	reg-secret	yes
generated	alias	overridden	-	-	yes
generated	alias	unresolved	-	-	yes
generated	alias	message.patch	none	none	yes
generated	alias	message.validate	verbatim	verbatim	yes
generated	alias	leak.none	leak	leak	yes
generated	alias	leak.value	clean	clean	yes
generated	alias	leak.resolution-path	leak	clean	no
generated	alias	leak.schema	clean	clean	yes
generated	alias	leak.composed-path	clean	clean	yes
generated	alias	leak.path+schema	clean	clean	yes
generated	alias	leak.path+schema+value	clean	clean	yes
generated	alias	base-leak.none	leak	leak	yes
generated	alias	base-leak.value	clean	clean	yes
generated	alias	base-leak.resolution-path	leak	leak	yes
generated	alias	base-leak.schema	clean	clean	yes
generated	alias	base-leak.composed-path	leak	leak	yes
generated	alias	base-leak.path+schema	clean	clean	yes
generated	alias	base-leak.path+schema+value	clean	clean	yes
generated	alias	fidelity	ok	ok	yes
generated	bool	native	pass	pass	yes
generated	bool	premise.tag	parity	parity	yes
generated	bool	premise.marked	parity	parity	yes
generated	bool	premise.binding	parity	parity	yes
generated	bool	effective	wipe	wipe	yes
generated	bool	overridden	-	-	yes
generated	bool	unresolved	-	-	yes
generated	bool	message.patch	none	none	yes
generated	bool	message.validate	verbatim	verbatim	yes
generated	bool	leak.none	leak	leak	yes
generated	bool	leak.value	leak	leak	yes
generated	bool	leak.resolution-path	clean	clean	yes
generated	bool	leak.schema	leak	leak	yes
generated	bool	leak.composed-path	clean	clean	yes
generated	bool	leak.path+schema	clean	clean	yes
generated	bool	leak.path+schema+value	clean	clean	yes
generated	bool	base-leak.none	leak	leak	yes
generated	bool	base-leak.value	clean	clean	yes
generated	bool	base-leak.resolution-path	leak	leak	yes
generated	bool	base-leak.schema	clean	clean	yes
generated	bool	base-leak.composed-path	leak	leak	yes
generated	bool	base-leak.path+schema	clean	clean	yes
generated	bool	base-leak.path+schema+value	clean	clean	yes
generated	bool	fidelity	ok	ok	yes
generated	bytes	native	pass	pass	yes
generated	bytes	premise.tag	parity	parity	yes
generated	bytes	premise.marked	parity	parity	yes
generated	bytes	premise.binding	parity	parity	yes
generated	bytes	effective	extra-ca	extra-ca	yes
generated	bytes	overridden	-	-	yes
generated	bytes	unresolved	-	-	yes
generated	bytes	message.patch	none	none	yes
generated	bytes	message.validate	verbatim	verbatim	yes
generated	bytes	leak.none	leak	leak	yes
generated	bytes	leak.value	leak	leak	yes
generated	bytes	leak.resolution-path	clean	clean	yes
generated	bytes	leak.schema	leak	leak	yes
generated	bytes	leak.composed-path	clean	clean	yes
generated	bytes	leak.path+schema	clean	clean	yes
generated	bytes	leak.path+schema+value	clean	clean	yes
generated	bytes	base-leak.none	leak	leak	yes
generated	bytes	base-leak.value	clean	clean	yes
generated	bytes	base-leak.resolution-path	leak	leak	yes
generated	bytes	base-leak.schema	clean	clean	yes
generated	bytes	base-leak.composed-path	leak	leak	yes
generated	bytes	base-leak.path+schema	clean	clean	yes
generated	bytes	base-leak.path+schema+value	clean	clean	yes
generated	bytes	fidelity	ok	ok	yes
generated	collision	native	pass	pass	yes
generated	collision	premise.tag	parity	parity	yes
generated	collision	premise.marked	parity	parity	yes
generated	collision	premise.binding	parity	parity	yes
generated	collision	effective	reg-pass	reg-pass	yes
generated	collision	overridden	-	-	yes
generated	collision	unresolved	-	-	yes
generated	collision	message.patch	none	none	yes
generated	collision	message.validate	verbatim	verbatim	yes
generated	collision	leak.none	leak	leak	yes
generated	collision	leak.value	clean	clean	yes
generated	collision	leak.resolution-path	clean	clean	yes
generated	collision	leak.schema	clean	clean	yes
generated	collision	leak.composed-path	clean	clean	yes
generated	collision	leak.path+schema	clean	clean	yes
generated	collision	leak.path+schema+value	clean	clean	yes
generated	collision	base-leak.none	leak	leak	yes
generated	collision	base-leak.value	clean	clean	yes
generated	collision	base-leak.resolution-path	leak	leak	yes
generated	collision	base-leak.schema	clean	clean	yes
generated	collision	base-leak.composed-path	leak	leak	yes
generated	collision	base-leak.path+schema	clean	clean	yes
generated	collision	base-leak.path+schema+value	clean	clean	yes
generated	collision	fidelity	ok	ok	yes
generated	delete	native	pass	pass	yes
generated	delete	premise.tag	parity	parity	yes
generated	delete	premise.marked	parity	parity	yes
generated	delete	premise.binding	parity	parity	yes
generated	delete	effective	-	-	yes
generated	delete	overridden	reg-pass	reg-pass	yes
generated	delete	unresolved	-	-	yes
generated	delete	message.patch	none	none	yes
generated	delete	message.validate	verbatim	verbatim	yes
generated	delete	leak.none	leak	leak	yes
generated	delete	leak.value	clean	clean	yes
generated	delete	leak.resolution-path	clean	clean	yes
generated	delete	leak.schema	clean	clean	yes
generated	delete	leak.composed-path	clean	clean	yes
generated	delete	leak.path+schema	clean	clean	yes
generated	delete	leak.path+schema+value	clean	clean	yes
generated	delete	base-leak.none	leak	leak	yes
generated	delete	base-leak.value	clean	clean	yes
generated	delete	base-leak.resolution-path	leak	leak	yes
generated	delete	base-leak.schema	clean	clean	yes
generated	delete	base-leak.composed-path	leak	leak	yes
generated	delete	base-leak.path+schema	clean	clean	yes
generated	delete	base-leak.path+schema+value	clean	clean	yes
generated	delete	fidelity	ok	ok	yes
generated	document	native	pass	pass	yes
generated	document	premise.tag	parity	parity	yes
generated	document	premise.marked	parity	parity	yes
generated	document	premise.binding	parity	parity	yes
generated	document	effective	roots	roots	yes
generated	document	overridden	-	-	yes
generated	document	unresolved	-	-	yes
generated	document	message.patch	none	none	yes
generated	document	message.validate	verbatim	verbatim	yes
generated	document	leak.none	leak	leak	yes
generated	document	leak.value	clean	clean	yes
generated	document	leak.resolution-path	clean	clean	yes
generated	document	leak.schema	leak	leak	yes
generated	document	leak.composed-path	clean	clean	yes
generated	document	leak.path+schema	clean	clean	yes
generated	document	leak.path+schema+value	clean	clean	yes
generated	document	base-leak.none	leak	leak	yes
generated	document	base-leak.value	clean	clean	yes
generated	document	base-leak.resolution-path	leak	leak	yes
generated	document	base-leak.schema	clean	clean	yes
generated	document	base-leak.composed-path	leak	leak	yes
generated	document	base-leak.path+schema	clean	clean	yes
generated	document	base-leak.path+schema+value	clean	clean	yes
generated	document	fidelity	ok	ok	yes
generated	duplicate-literal	native	pass	pass	yes
generated	duplicate-literal	premise.tag	parity	parity	yes
generated	duplicate-literal	premise.marked	parity	parity	yes
generated	duplicate-literal	premise.binding	parity	parity	yes
generated	duplicate-literal	effective	reg-pass	reg-pass	yes
generated	duplicate-literal	overridden	-	-	yes
generated	duplicate-literal	unresolved	-	-	yes
generated	duplicate-literal	message.patch	none	none	yes
generated	duplicate-literal	message.validate	verbatim	verbatim	yes
generated	duplicate-literal	leak.none	leak	leak	yes
generated	duplicate-literal	leak.value	clean	clean	yes
generated	duplicate-literal	leak.resolution-path	leak	leak	yes
generated	duplicate-literal	leak.schema	leak	leak	yes
generated	duplicate-literal	leak.composed-path	leak	leak	yes
generated	duplicate-literal	leak.path+schema	leak	leak	yes
generated	duplicate-literal	leak.path+schema+value	clean	clean	yes
generated	duplicate-literal	base-leak.none	leak	leak	yes
generated	duplicate-literal	base-leak.value	clean	clean	yes
generated	duplicate-literal	base-leak.resolution-path	leak	leak	yes
generated	duplicate-literal	base-leak.schema	clean	clean	yes
generated	duplicate-literal	base-leak.composed-path	leak	leak	yes
generated	duplicate-literal	base-leak.path+schema	clean	clean	yes
generated	duplicate-literal	base-leak.path+schema+value	clean	clean	yes
generated	duplicate-literal	fidelity	ok	ok	yes
generated	embedded-json	native	pass	pass	yes
generated	embedded-json	premise.tag	parity	parity	yes
generated	embedded-json	premise.marked	parity	parity	yes
generated	embedded-json	premise.binding	parity	parity	yes
generated	embedded-json	effective	app-token	app-token	yes
generated	embedded-json	overridden	-	-	yes
generated	embedded-json	unresolved	-	-	yes
generated	embedded-json	message.patch	none	none	yes
generated	embedded-json	message.validate	verbatim	verbatim	yes
generated	embedded-json	leak.none	leak	leak	yes
generated	embedded-json	leak.value	leak	leak	yes
generated	embedded-json	leak.resolution-path	clean	clean	yes
generated	embedded-json	leak.schema	leak	leak	yes
generated	embedded-json	leak.composed-path	clean	clean	yes
generated	embedded-json	leak.path+schema	clean	clean	yes
generated	embedded-json	leak.path+schema+value	clean	clean	yes
generated	embedded-json	base-leak.none	leak	leak	yes
generated	embedded-json	base-leak.value	clean	clean	yes
generated	embedded-json	base-leak.resolution-path	leak	leak	yes
generated	embedded-json	base-leak.schema	clean	clean	yes
generated	embedded-json	base-leak.composed-path	leak	leak	yes
generated	embedded-json	base-leak.path+schema	clean	clean	yes
generated	embedded-json	base-leak.path+schema+value	clean	clean	yes
generated	embedded-json	fidelity	ok	ok	yes
generated	embedded-yaml	native	pass	pass	yes
generated	embedded-yaml	premise.tag	parity	parity	yes
generated	embedded-yaml	premise.marked	parity	parity	yes
generated	embedded-yaml	premise.binding	parity	parity	yes
generated	embedded-yaml	effective	app-pass	app-pass	yes
generated	embedded-yaml	overridden	-	-	yes
generated	embedded-yaml	unresolved	-	-	yes
generated	embedded-yaml	message.patch	none	none	yes
generated	embedded-yaml	message.validate	verbatim	verbatim	yes
generated	embedded-yaml	leak.none	leak	leak	yes
generated	embedded-yaml	leak.value	leak	leak	yes
generated	embedded-yaml	leak.resolution-path	clean	clean	yes
generated	embedded-yaml	leak.schema	leak	leak	yes
generated	embedded-yaml	leak.composed-path	clean	clean	yes
generated	embedded-yaml	leak.path+schema	clean	clean	yes
generated	embedded-yaml	leak.path+schema+value	clean	clean	yes
generated	embedded-yaml	base-leak.none	leak	leak	yes
generated	embedded-yaml	base-leak.value	clean	clean	yes
generated	embedded-yaml	base-leak.resolution-path	leak	leak	yes
generated	embedded-yaml	base-leak.schema	clean	clean	yes
generated	embedded-yaml	base-leak.composed-path	leak	leak	yes
generated	embedded-yaml	base-leak.path+schema	clean	clean	yes
generated	embedded-yaml	base-leak.path+schema+value	clean	clean	yes
generated	embedded-yaml	fidelity	ok	ok	yes
generated	int	native	pass	pass	yes
generated	int	premise.tag	parity	parity	yes
generated	int	premise.marked	parity	parity	yes
generated	int	premise.binding	parity	parity	yes
generated	int	effective	prism-port	prism-port	yes
generated	int	overridden	-	-	yes
generated	int	unresolved	-	-	yes
generated	int	message.patch	none	none	yes
generated	int	message.validate	verbatim	verbatim	yes
generated	int	leak.none	leak	leak	yes
generated	int	leak.value	leak	leak	yes
generated	int	leak.resolution-path	clean	clean	yes
generated	int	leak.schema	leak	leak	yes
generated	int	leak.composed-path	clean	clean	yes
generated	int	leak.path+schema	clean	clean	yes
generated	int	leak.path+schema+value	clean	clean	yes
generated	int	base-leak.none	leak	leak	yes
generated	int	base-leak.value	clean	clean	yes
generated	int	base-leak.resolution-path	leak	leak	yes
generated	int	base-leak.schema	clean	clean	yes
generated	int	base-leak.composed-path	leak	leak	yes
generated	int	base-leak.path+schema	clean	clean	yes
generated	int	base-leak.path+schema+value	clean	clean	yes
generated	int	fidelity	ok	ok	yes
generated	invalid-value	native	invalid	invalid	yes
generated	invalid-value	premise.tag	parity	parity	yes
generated	invalid-value	premise.marked	parity	parity	yes
generated	invalid-value	premise.binding	parity	parity	yes
generated	invalid-value	effective	dns-domain	dns-domain	yes
generated	invalid-value	overridden	-	-	yes
generated	invalid-value	unresolved	-	-	yes
generated	invalid-value	message.patch	none	none	yes
generated	invalid-value	message.validate	redacted	redacted	yes
generated	invalid-value	leak.none	leak	leak	yes
generated	invalid-value	leak.value	clean	clean	yes
generated	invalid-value	leak.resolution-path	leak	leak	yes
generated	invalid-value	leak.schema	leak	leak	yes
generated	invalid-value	leak.composed-path	clean	clean	yes
generated	invalid-value	leak.path+schema	clean	clean	yes
generated	invalid-value	leak.path+schema+value	clean	clean	yes
generated	invalid-value	base-leak.none	leak	leak	yes
generated	invalid-value	base-leak.value	clean	clean	yes
generated	invalid-value	base-leak.resolution-path	leak	leak	yes
generated	invalid-value	base-leak.schema	clean	clean	yes
generated	invalid-value	base-leak.composed-path	leak	leak	yes
generated	invalid-value	base-leak.path+schema	clean	clean	yes
generated	invalid-value	base-leak.path+schema+value	clean	clean	yes
generated	invalid-value	fidelity	ok	ok	yes
generated	list-append	native	pass	pass	yes
generated	list-append	premise.tag	parity	parity	yes
generated	list-append	premise.marked	parity	parity	yes
generated	list-append	premise.binding	refused	refused	yes
generated	list-append	effective	manifest-url	manifest-url	yes
generated	list-append	overridden	-	-	yes
generated	list-append	unresolved	-	-	yes
generated	list-append	message.patch	none	none	yes
generated	list-append	message.validate	verbatim	verbatim	yes
generated	list-append	leak.none	leak	leak	yes
generated	list-append	leak.value	clean	clean	yes
generated	list-append	leak.resolution-path	leak	leak	yes
generated	list-append	leak.schema	leak	leak	yes
generated	list-append	leak.composed-path	clean	clean	yes
generated	list-append	leak.path+schema	clean	clean	yes
generated	list-append	leak.path+schema+value	clean	clean	yes
generated	list-append	base-leak.none	leak	leak	yes
generated	list-append	base-leak.value	clean	clean	yes
generated	list-append	base-leak.resolution-path	leak	leak	yes
generated	list-append	base-leak.schema	clean	clean	yes
generated	list-append	base-leak.composed-path	leak	leak	yes
generated	list-append	base-leak.path+schema	clean	clean	yes
generated	list-append	base-leak.path+schema+value	clean	clean	yes
generated	list-append	fidelity	ok	ok	yes
generated	list-duplicate	native	invalid	invalid	yes
generated	list-duplicate	premise.tag	parity	parity	yes
generated	list-duplicate	premise.marked	parity	parity	yes
generated	list-duplicate	premise.binding	parity	parity	yes
generated	list-duplicate	effective	dup-pass	dup-pass	yes
generated	list-duplicate	overridden	-	-	yes
generated	list-duplicate	unresolved	-	-	yes
generated	list-duplicate	message.patch	none	none	yes
generated	list-duplicate	message.validate	verbatim	verbatim	yes
generated	list-duplicate	leak.none	leak	leak	yes
generated	list-duplicate	leak.value	clean	clean	yes
generated	list-duplicate	leak.resolution-path	clean	clean	yes
generated	list-duplicate	leak.schema	leak	leak	yes
generated	list-duplicate	leak.composed-path	clean	clean	yes
generated	list-duplicate	leak.path+schema	clean	clean	yes
generated	list-duplicate	leak.path+schema+value	clean	clean	yes
generated	list-duplicate	base-leak.none	leak	leak	yes
generated	list-duplicate	base-leak.value	clean	clean	yes
generated	list-duplicate	base-leak.resolution-path	leak	leak	yes
generated	list-duplicate	base-leak.schema	clean	clean	yes
generated	list-duplicate	base-leak.composed-path	leak	leak	yes
generated	list-duplicate	base-leak.path+schema	clean	clean	yes
generated	list-duplicate	base-leak.path+schema+value	clean	clean	yes
generated	list-duplicate	fidelity	ok	ok	yes
generated	map	native	pass	pass	yes
generated	map	premise.tag	parity	parity	yes
generated	map	premise.marked	parity	parity	yes
generated	map	premise.binding	parity	parity	yes
generated	map	effective	reg-auth	reg-auth	yes
generated	map	overridden	-	-	yes
generated	map	unresolved	-	-	yes
generated	map	message.patch	none	none	yes
generated	map	message.validate	verbatim	verbatim	yes
generated	map	leak.none	leak	leak	yes
generated	map	leak.value	clean	clean	yes
generated	map	leak.resolution-path	clean	clean	yes
generated	map	leak.schema	leak	leak	yes
generated	map	leak.composed-path	clean	clean	yes
generated	map	leak.path+schema	clean	clean	yes
generated	map	leak.path+schema+value	clean	clean	yes
generated	map	base-leak.none	leak	leak	yes
generated	map	base-leak.value	clean	clean	yes
generated	map	base-leak.resolution-path	leak	leak	yes
generated	map	base-leak.schema	clean	clean	yes
generated	map	base-leak.composed-path	leak	leak	yes
generated	map	base-leak.path+schema	clean	clean	yes
generated	map	base-leak.path+schema+value	clean	clean	yes
generated	map	fidelity	ok	ok	yes
generated	map-partial	native	pass	pass	yes
generated	map-partial	premise.tag	parity	parity	yes
generated	map-partial	premise.marked	parity	parity	yes
generated	map-partial	premise.binding	parity	parity	yes
generated	map-partial	effective	reg-auth	reg-auth	yes
generated	map-partial	overridden	reg-auth	reg-auth	yes
generated	map-partial	unresolved	-	-	yes
generated	map-partial	message.patch	none	none	yes
generated	map-partial	message.validate	verbatim	verbatim	yes
generated	map-partial	leak.none	leak	leak	yes
generated	map-partial	leak.value	clean	clean	yes
generated	map-partial	leak.resolution-path	clean	clean	yes
generated	map-partial	leak.schema	leak	leak	yes
generated	map-partial	leak.composed-path	clean	clean	yes
generated	map-partial	leak.path+schema	clean	clean	yes
generated	map-partial	leak.path+schema+value	clean	clean	yes
generated	map-partial	base-leak.none	leak	leak	yes
generated	map-partial	base-leak.value	clean	clean	yes
generated	map-partial	base-leak.resolution-path	leak	leak	yes
generated	map-partial	base-leak.schema	clean	clean	yes
generated	map-partial	base-leak.composed-path	leak	leak	yes
generated	map-partial	base-leak.path+schema	clean	clean	yes
generated	map-partial	base-leak.path+schema+value	clean	clean	yes
generated	map-partial	fidelity	ok	ok	yes
generated	moved-r1	native	pass	pass	yes
generated	moved-r1	premise.tag	parity	parity	yes
generated	moved-r1	premise.marked	parity	parity	yes
generated	moved-r1	premise.binding	parity	parity	yes
generated	moved-r1	effective	reg-pass	reg-pass	yes
generated	moved-r1	overridden	-	-	yes
generated	moved-r1	unresolved	-	-	yes
generated	moved-r1	message.patch	none	none	yes
generated	moved-r1	message.validate	verbatim	verbatim	yes
generated	moved-r1	leak.none	leak	leak	yes
generated	moved-r1	leak.value	clean	clean	yes
generated	moved-r1	leak.resolution-path	clean	clean	yes
generated	moved-r1	leak.schema	clean	clean	yes
generated	moved-r1	leak.composed-path	clean	clean	yes
generated	moved-r1	leak.path+schema	clean	clean	yes
generated	moved-r1	leak.path+schema+value	clean	clean	yes
generated	moved-r1	base-leak.none	leak	leak	yes
generated	moved-r1	base-leak.value	clean	clean	yes
generated	moved-r1	base-leak.resolution-path	leak	leak	yes
generated	moved-r1	base-leak.schema	clean	clean	yes
generated	moved-r1	base-leak.composed-path	leak	leak	yes
generated	moved-r1	base-leak.path+schema	clean	clean	yes
generated	moved-r1	base-leak.path+schema+value	clean	clean	yes
generated	moved-r1	fidelity	ok	ok	yes
generated	moved-r2	native	pass	pass	yes
generated	moved-r2	premise.tag	parity	parity	yes
generated	moved-r2	premise.marked	parity	parity	yes
generated	moved-r2	premise.binding	parity	parity	yes
generated	moved-r2	effective	reg-pass	reg-pass	yes
generated	moved-r2	overridden	-	-	yes
generated	moved-r2	unresolved	-	-	yes
generated	moved-r2	message.patch	none	none	yes
generated	moved-r2	message.validate	verbatim	verbatim	yes
generated	moved-r2	leak.none	leak	leak	yes
generated	moved-r2	leak.value	clean	clean	yes
generated	moved-r2	leak.resolution-path	clean	clean	yes
generated	moved-r2	leak.schema	clean	clean	yes
generated	moved-r2	leak.composed-path	clean	clean	yes
generated	moved-r2	leak.path+schema	clean	clean	yes
generated	moved-r2	leak.path+schema+value	clean	clean	yes
generated	moved-r2	base-leak.none	leak	leak	yes
generated	moved-r2	base-leak.value	clean	clean	yes
generated	moved-r2	base-leak.resolution-path	leak	leak	yes
generated	moved-r2	base-leak.schema	clean	clean	yes
generated	moved-r2	base-leak.composed-path	leak	leak	yes
generated	moved-r2	base-leak.path+schema	clean	clean	yes
generated	moved-r2	base-leak.path+schema+value	clean	clean	yes
generated	moved-r2	fidelity	ok	ok	yes
generated	override-literal	native	pass	pass	yes
generated	override-literal	premise.tag	parity	parity	yes
generated	override-literal	premise.marked	parity	parity	yes
generated	override-literal	premise.binding	parity	parity	yes
generated	override-literal	effective	-	-	yes
generated	override-literal	overridden	reg-pass	reg-pass	yes
generated	override-literal	unresolved	-	-	yes
generated	override-literal	message.patch	none	none	yes
generated	override-literal	message.validate	verbatim	verbatim	yes
generated	override-literal	leak.none	leak	leak	yes
generated	override-literal	leak.value	clean	clean	yes
generated	override-literal	leak.resolution-path	clean	clean	yes
generated	override-literal	leak.schema	clean	clean	yes
generated	override-literal	leak.composed-path	clean	clean	yes
generated	override-literal	leak.path+schema	clean	clean	yes
generated	override-literal	leak.path+schema+value	clean	clean	yes
generated	override-literal	base-leak.none	leak	leak	yes
generated	override-literal	base-leak.value	clean	clean	yes
generated	override-literal	base-leak.resolution-path	leak	leak	yes
generated	override-literal	base-leak.schema	clean	clean	yes
generated	override-literal	base-leak.composed-path	leak	leak	yes
generated	override-literal	base-leak.path+schema	clean	clean	yes
generated	override-literal	base-leak.path+schema+value	clean	clean	yes
generated	override-literal	fidelity	ok	ok	yes
generated	override-ref	native	pass	pass	yes
generated	override-ref	premise.tag	parity	parity	yes
generated	override-ref	premise.marked	parity	parity	yes
generated	override-ref	premise.binding	parity	parity	yes
generated	override-ref	effective	reg-pass	reg-pass	yes
generated	override-ref	overridden	-	-	yes
generated	override-ref	unresolved	-	-	yes
generated	override-ref	message.patch	none	none	yes
generated	override-ref	message.validate	verbatim	verbatim	yes
generated	override-ref	leak.none	leak	leak	yes
generated	override-ref	leak.value	clean	clean	yes
generated	override-ref	leak.resolution-path	clean	clean	yes
generated	override-ref	leak.schema	clean	clean	yes
generated	override-ref	leak.composed-path	clean	clean	yes
generated	override-ref	leak.path+schema	clean	clean	yes
generated	override-ref	leak.path+schema+value	clean	clean	yes
generated	override-ref	base-leak.none	leak	leak	yes
generated	override-ref	base-leak.value	clean	clean	yes
generated	override-ref	base-leak.resolution-path	leak	leak	yes
generated	override-ref	base-leak.schema	clean	clean	yes
generated	override-ref	base-leak.composed-path	leak	leak	yes
generated	override-ref	base-leak.path+schema	clean	clean	yes
generated	override-ref	base-leak.path+schema+value	clean	clean	yes
generated	override-ref	fidelity	ok	ok	yes
generated	ref-over-ref	native	pass	pass	yes
generated	ref-over-ref	premise.tag	parity	parity	yes
